Patient,Neuron Name,Pre-Stim T-Score,Pre-Stim P-Value,Pre-Stim Significant,Post-Stim T-Score,Post-Stim P-Value,Post-Stim Significant,T-Score Diff (Pre - Post),Post-Stim Mean Rate (Hz),N Clips
P570_exp4presleep,times_manual_GA1-REC3_unit_1,0.3849821651714613,0.7054692932358979,False,-0.47601646440974993,0.642176409934974,False,0.8609986295812112,2.546666666666667,75
P570_exp4presleep,times_manual_GA1-REC5_unit_1,-0.9457307072969169,0.3618834177737002,False,0.7116760708505914,0.48782029354120315,False,-1.6574067781475081,0.56,75
P570_exp4presleep,times_manual_GA2-RA7_unit_1,0.45582531648279434,0.6557748401614425,False,0.7722248750612037,0.4468081180374437,False,-0.3163995585784094,1.2,75
P570_exp4presleep,times_manual_GA2-RA7_unit_2,-0.8588758486380997,0.40392802658463506,False,-1.1299282932115682,0.2755376663024629,False,0.27105244457346844,0.5333333333333333,75
P570_exp4presleep,times_manual_GA3-RMH4_unit_1,-0.7895678970749945,0.44395502160893924,False,-2.157929184293383,0.04696026640960727,True,1.3683612872183883,3.4266666666666667,75
P570_exp4presleep,times_manual_GA3-RMH5_unit_1,-0.6914038155250707,0.5025999868891241,False,-0.04455380717480234,0.9650072030734278,False,-0.6468500083502684,0.26666666666666666,75
P570_exp4presleep,times_manual_GA3-RMH6_unit_1,0.4252944923118928,0.6767871222626458,False,0.404316404754894,0.6907723390707966,False,0.020978087556998815,5.666666666666667,75
P570_exp4presleep,times_manual_GA4-RPHG1_unit_1,-0.7935478665748092,0.44383381957962126,False,0.010272460615900291,0.9919780342004724,False,-0.8038203271907095,3.28,75
P570_exp4presleep,times_manual_GA4-RPHG1_unit_2,0.2420489150520334,0.8120047902674957,False,4.5993009665129305,2.7689795385963827e-05,True,-4.357252051460897,1.9066666666666667,75
P570_exp4presleep,times_manual_GA4-RPHG3_unit_1,2.828577674510361,0.008976378351197717,True,0.27842614462435883,0.7845069876788798,False,2.5501515298860022,0.6,75
P570_exp4presleep,times_manual_GA4-RPHG4_unit_1,-0.27414557516580257,0.7868903265807954,False,0.940056135090098,0.36151048515686546,False,-1.2142017102559006,8.973333333333333,75
P570_exp4presleep,times_manual_GA4-RPHG4_unit_2,-1.9173826437322348,0.0773241392727079,False,-0.39515973013207356,0.6980326918306959,False,-1.5222229136001613,1.5733333333333333,75
P570_exp4presleep,times_manual_GA4-RPHG5_unit_1,2.246217434627539,0.03204291623478757,True,0.8965572432831673,0.38117700759477846,False,1.3496601913443715,0.4,75
